ID2,ID1,Flag,Sites.corrected,ENUM,SITE,DBCODE,SITECODE,SITENAME,LONDD,LATDD,ELEVATION,POLLSUM,ABIES,ACNEGUNA,ACPENSYL,ACRUBRUM,ACSACNUM,ACSACRUM,ACERX,ALCRISPA,ALRUBRA,ALRUGOSA,ALNUSX,AMBROSIA,AMORPHA,ANACARDI,APIACEAE,AQUIFOLI,ARCEUTHOBI,ARECACEAE,ARMERIA,ARTEMISIA,ASTERX,ASTERCICHO,BETULA,BORAGINACEAE,BOTRYCHIUM,BRASSICACEAE,CACTACEAE,CAMPANULACEA,CAPRIFOLIA,CARYA,CARYOPHYLL,CASTANEA,CEANOTHUS,CELTIS,CEPHALANTH,CERCOCAR,CHENOAMX,CHRYSOLEP,CORNUS,CORYLUS,CUPRESSA,CYPERACE,DODECATH,DRYAS,ELAEAGNX,EPHEDRA,EQUISETU,ERILEDCH,ERIVACCI,ERICACEX,ERICALES,ERIOGONUM,EUPHORB,FABACEAE,FAGUS,FRAXNIGR,FRAXPNAM,FRAXINUX,IVA,JUGCINER,JUGNIGRA,JUGLANSX,KOENISLD,LAMIACEAE,LARIXPSEU,LARREA,LILIACEAE,LIQUIDAM,LIRIODEN,LYCOANNO,LYCOCLAV,LYCOCOMP,LYCOSELA,LYCOPODX,MAGNOLIACE,MALVACEAE,MORACEAX,MYRICACX,NYSSA,ONAGRACEAE,OSMUNDACEA,OSTRYCAR,OXYRIA,PAPAVERX,PEDICULARI,PICGLAUC,PICMARIA,PICEAX,PINDIPLO,PINHAPLO,PINUSX,PLANTAGINX,PLATANUS,POACEAE,POLEMONI,POLYGONAX,POLYGBIS,POLYGONMX,POLYGVIV,POLYPOD,POPULUS,POTENTILLA,PROSOPIS,PTERIDIUM,QUERCUS,RANUNCUL,RHAMNACEAE,ROSACEAX,RUBIACEAE,RUBUS,RUMEX,RUMEOXYR,SALIX,SANGUI,SARCOBATUS,SXFRACER,SXFRAHIE,SXFRAOPP,SXFRATRI,SXFRAGAX,SCROPHUL,SELAGINE,SHEPHERDIA,SPHAGNUM,TAXODIUM,TAXUS,THALICTRUM,TILIA,TSUGHETE,TSUGMERT,TSUGAX,ULMUS,URTICACX,XANTHIUM,KGDISCR,DepEnv,DescrEnv,DataForm,COLLECTOR,YrOfSamp,DepthAtLoc,princInvest,YrOfPubl,AuthYr,Citation,Notes,Other
102,1148,1189,0,0,1842,1564,GPD1189,G1393,"Site 50 [Delcourt, PA et al 1983]",-79.72,32.93,3,503.0,0.0,1,0,0,0,1,0.0,0.0,0.0,0,3.0,37.0,0,0,0.0,0,0.0,0,0,0.0,2.0,0.0,0.0,0,0.0,0.0,0,0,1,2,1.0,0,0.0,0,0,0,8.0,0.0,1.0,1.0,7.0,35.0,0.0,0,0,0,0,0,0,16.0,0.0,0.0,0,0,0,0,0,3.0,2,0,0,0,0,0.0,0.0,0,0.0,15,0,0,0,0,0,0.0,0,0,0,9,1,0.0,4,2,0,0,0,0,0.0,0.0,64.0,0.0,166.0,0.0,0,43.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,60.0,0.0,0.0,0.0,0,3,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,12,0,1,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
103,1149,1190,0,0,1843,1565,GPD1190,G1394,"Site 51 [Delcourt, PA et al 1983]",-93.27,34.51,175,479.0,0.0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,110.0,0,0,0.0,0,0.0,0,0,0.0,7.0,0.0,5.0,0,0.0,0.0,0,0,1,21,1.0,0,0.0,4,0,0,3.0,0.0,0.0,1.0,0.0,10.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,9,10.0,2,0,0,1,0,0.0,0.0,0,0.0,3,0,0,0,0,0,0.0,0,0,0,0,3,0.0,0,23,0,0,0,0,0.0,0.0,7.0,0.0,88.0,0.0,0,11.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,138.0,0.0,4.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,13,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
104,1150,1191,0,0,1844,1566,GPD1191,G1395,"Site 52 [Delcourt, PA et al 1983]",-92.68,34.54,131,268.0,0.0,0,0,1,0,1,0.0,0.0,0.0,0,0.0,13.0,0,0,0.0,0,0.0,0,0,0.0,7.0,0.0,1.0,0,0.0,0.0,0,0,0,16,0.0,0,0.0,2,0,0,1.0,0.0,0.0,0.0,4.0,9.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,6.0,3,0,0,0,0,0.0,0.0,0,0.0,18,0,0,2,0,0,0.0,0,0,0,0,0,0.0,0,4,0,0,0,0,0.0,0.0,50.0,0.0,90.0,1.0,0,16.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,13.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
105,1151,1192,0,0,1845,1567,GPD1192,G1396,"Site 53 [Delcourt, PA et al 1983]",-94.42,33.48,105,1009.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,4.0,0,0,0.0,0,0.0,0,0,0.0,42.0,0.0,0.0,0,0.0,0.0,0,0,3,27,0.0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,10.0,0,0,0,0,0,0.0,0.0,0,0.0,42,0,0,0,0,0,0.0,0,0,0,2,4,0.0,0,5,0,0,0,0,0.0,0.0,24.0,0.0,47.0,0.0,0,627.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,134.0,0.0,4.0,0.0,0,1,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,19,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
106,1152,1193,0,0,1846,1568,GPD1193,G1397,"Site 54 [Delcourt, PA et al 1983]",-93.48,33.37,94,347.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,11.0,0,0,0.0,0,0.0,0,0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0,0,2,2.0,0,0.0,4,0,0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,4,0,6.0,1,1,0,1,0,0.0,0.0,0,0.0,15,0,0,0,0,0,0.0,0,0,0,4,0,0.0,0,9,0,0,0,0,0.0,0.0,81.0,0.0,94.0,0.0,0,16.0,0.0,0,0.0,0.0,0,0.0,2,0,0,0.0,72.0,0.0,0.0,0.0,0,0,2.0,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
107,1153,1194,0,0,1847,1569,GPD1194,G1398,"Site 55 [Delcourt, PA et al 1983]",-92.32,33.11,34,718.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,367.0,0,0,0.0,0,0.0,0,0,0.0,9.0,0.0,0.0,0,0.0,0.0,0,0,3,8,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,4,2,0,13.0,1,0,0,0,0,0.0,0.0,0,0.0,16,0,0,0,0,0,0.0,0,0,0,1,1,0.0,0,17,0,0,0,0,0.0,0.0,26.0,0.0,109.0,0.0,1,18.0,0.0,0,0.0,0.0,0,0.0,1,0,0,2.0,96.0,0.0,2.0,0.0,0,3,0.0,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,1,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
108,1154,1195,0,0,1848,1570,GPD1195,G1399,"Site 56 [Delcourt, PA et al 1983]",-91.63,33.01,34,2145.0,0.0,0,0,3,0,1,0.0,0.0,0.0,0,0.0,22.0,0,1,0.0,1,0.0,0,0,0.0,14.0,0.0,2.0,0,0.0,0.0,0,0,2,21,0.0,0,0.0,0,0,0,4.0,0.0,0.0,0.0,45.0,11.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,7,2,10.0,0,0,0,0,0,0.0,0.0,0,0.0,7,0,0,0,0,0,0.0,0,0,0,0,8,0.0,0,8,0,0,0,0,0.0,0.0,16.0,0.0,19.0,0.0,1,1790.0,0.0,0,0.0,0.0,0,0.0,2,0,0,0.0,102.0,0.0,7.0,0.0,0,1,0.0,0,27.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,7,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
109,1155,1196,0,0,1849,1571,GPD1196,G1400,"Site 57 [Delcourt, PA et al 1983]",-92.33,32.53,46,357.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,11.0,0,0,0.0,0,0.0,0,0,0.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,13,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,2,1,4.0,1,0,1,0,0,0.0,0.0,0,0.0,16,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,8,0,0,0,0,0.0,0.0,37.0,0.0,110.0,0.0,0,13.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,120.0,0.0,0.0,0.0,0,0,1.0,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
110,1156,1197,0,0,1850,1572,GPD1197,G1401,"Site 58 [Delcourt, PA et al 1983]",-93.2,32.58,91,376.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,4.0,0,0,0.0,0,0.0,0,0,0.0,14.0,0.0,0.0,0,0.0,0.0,0,0,0,27,0.0,0,0.0,1,0,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,6,1,10.0,2,0,1,0,0,0.0,0.0,0,0.0,35,0,0,0,0,0,0.0,0,0,0,0,2,0.0,0,25,0,0,0,0,0.0,0.0,33.0,0.0,68.0,0.0,0,48.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,76.0,0.0,1.0,0.0,0,0,3.0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
111,1157,1198,0,0,1851,1573,GPD1198,G1402,"Site 59 [Delcourt, PA et al 1983]",-94.37,32.49,91,387.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,2.0,0,0.0,0.0,0,0,0,17,0.0,0,0.0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,6,3,11.0,2,0,0,0,0,0.0,0.0,0,0.0,39,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,14,0,0,0,0,0.0,0.0,52.0,0.0,64.0,0.0,0,59.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,91.0,0.0,0.0,0.0,0,0,6.0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
112,1158,1199,0,0,1852,1574,GPD1199,G1403,"Site 60 [Delcourt, PA et al 1983]",-80.27,32.87,3,351.0,0.0,0,0,22,0,1,0.0,0.0,0.0,0,0.0,11.0,0,0,0.0,1,0.0,0,0,0.0,6.0,0.0,1.0,0,0.0,0.0,0,0,0,8,0.0,0,0.0,0,0,0,0.0,0.0,0.0,3.0,1.0,13.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2.0,0,0,0,0,0,0.0,0.0,0,0.0,33,0,0,0,0,0,0.0,1,0,0,11,0,0.0,0,3,0,0,0,0,0.0,0.0,53.0,0.0,108.0,0.0,0,13.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,50.0,0.0,0.0,0.0,0,3,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
113,1159,1200,0,0,1854,1576,GPD1200,G1405,"Site 62 [Delcourt, PA et al 1983]",-93.57,31.51,88,368.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,7.0,0,0,0.0,0,0.0,0,0,0.0,1.0,2.0,0.0,0,0.0,0.0,0,0,0,8,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,2,0,9.0,3,0,0,0,0,0.0,0.0,0,0.0,6,0,0,0,0,0,0.0,0,0,0,3,0,1.0,0,12,0,0,0,0,0.0,0.0,86.0,0.0,157.0,0.0,0,24.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,35.0,0.0,0.0,0.0,0,1,3.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
114,1160,1201,0,0,1855,1577,GPD1201,G1406,"Site 63 [Delcourt, PA et al 1983]",-92.83,30.5,6,401.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,20.0,0,0,3.0,0,0.0,0,0,0.0,23.0,1.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,1,1,0,0,1.0,5,0,0,0,0,0.0,0.0,0,0.0,17,0,0,0,0,0,0.0,0,0,0,1,1,0.0,0,8,0,0,0,0,0.0,0.0,18.0,0.0,62.0,0.0,0,17.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,201.0,0.0,6.0,0.0,0,0,0.0,0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
115,1161,1202,0,0,1856,1578,GPD1202,G1407,"Site 64 [Delcourt, PA et al 1983]",-93.72,30.13,2,369.0,0.0,1,0,1,0,1,0.0,0.0,0.0,0,0.0,0.0,0,1,1.0,0,0.0,0,0,0.0,3.0,0.0,0.0,0,0.0,0.0,0,0,0,4,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,58.0,9.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,3,0,5.0,0,0,0,0,0,0.0,0.0,0,0.0,8,0,0,0,0,0,0.0,0,0,0,21,0,0.0,0,10,0,0,0,0,0.0,0.0,27.0,0.0,80.0,0.0,0,48.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,23.0,0.0,0.0,0.0,0,1,0.0,0,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
116,1162,1203,0,0,1857,1579,GPD1203,G1408,"Site 65 [Delcourt, PA et al 1983]",-81.68,32.24,21,444.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,1.0,3.0,0,0,0.0,1,0.0,0,0,0.0,10.0,0.0,1.0,0,0.0,0.0,0,0,0,7,0.0,0,0.0,0,0,0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,0,0,0,0,0,0,4.0,0.0,0.0,0,0,0,0,1,0.0,3,0,0,0,0,0.0,0.0,0,0.0,7,0,0,0,0,0,0.0,0,0,0,25,9,0.0,0,1,0,0,0,0,0.0,0.0,54.0,0.0,156.0,0.0,0,75.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,61.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
117,1163,1204,0,0,1858,1580,GPD1204,G1409,"Site 66 [Delcourt, PA et al 1983]",-85.37,30.82,40,384.0,0.0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,1.0,0,0,0.0,1,0.0,0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,1,5,0.0,0,0.0,0,0,0,0.0,0.0,61.0,0.0,10.0,9.0,0.0,0,0,0,0,0,0,32.0,0.0,0.0,0,0,6,0,2,4.0,1,0,0,0,0,0.0,0.0,0,1.0,13,0,0,0,0,0,1.0,0,0,0,0,29,0.0,0,0,0,0,0,0,0.0,0.0,11.0,0.0,52.0,0.0,0,65.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,65.0,0.0,1.0,0.0,1,3,0.0,0,1.0,0.0,0.0,0,0,0,0,3,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
118,1164,1205,0,0,1859,1581,GPD1205,G1410,"Site 67 [Delcourt, PA et al 1983]",-85.88,31.79,152,362.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,5.0,10.0,0,2,0.0,0,0.0,0,0,0.0,8.0,0.0,2.0,0,0.0,0.0,0,0,1,11,0.0,0,0.0,0,0,0,1.0,0.0,1.0,0.0,6.0,9.0,0.0,0,0,0,0,0,0,4.0,0.0,0.0,0,1,2,2,0,0.0,3,0,0,0,0,0.0,0.0,0,0.0,6,0,0,0,0,0,0.0,0,0,0,5,2,0.0,0,4,0,0,0,0,0.0,0.0,21.0,0.0,74.0,0.0,0,7.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,173.0,0.0,1.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
119,1165,1206,0,0,1860,1582,GPD1206,G1411,"Site 68 [Delcourt, PA et al 1983]",-86.77,32.28,56,690.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,93.0,0,1,0.0,0,0.0,0,0,0.0,198.0,0.0,0.0,0,0.0,0.0,0,0,0,13,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0,0,1.0,1,0,0,1,0,0.0,1,0,0,0,0,0,0.0,0.0,95.0,0.0,156.0,0.0,0,55.0,0.0,0,0.0,0.0,0,10.0,0,0,0,0.0,26.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,5,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
120,1166,1207,0,0,1861,1583,GPD1207,G1412,"Site 69 [Delcourt, PA et al 1983]",-94.28,29.93,3,330.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,1.0,0,2,1.0,0,0.0,0,0,0.0,6.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,4,1,6.0,1,0,0,0,0,0.0,0.0,0,0.0,4,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,2,0,0,0,0,0.0,0.0,37.0,0.0,214.0,0.0,0,6.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,30.0,0.0,1.0,0.0,0,0,0.0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
121,1167,1208,0,0,1862,1584,GPD1208,G1413,"Site 70 [Delcourt, PA et al 1983]",-91.72,30.34,3,375.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,10.0,0,2,0.0,0,0.0,0,0,0.0,7.0,0.0,0.0,0,0.0,0.0,0,0,0,17,0.0,0,0.0,2,0,0,1.0,0.0,0.0,0.0,23.0,13.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,19,4,39.0,6,0,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,4,0,0,0,0,0.0,0.0,8.0,5.0,0.0,0.0,0,22.0,0.0,0,0.0,0.0,0,1.0,0,0,0,0.0,58.0,0.0,3.0,0.0,0,1,0.0,0,114.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9,0,0,TMOS,TMOS,moss polster,RC,"Delcourt,Paul A.",0,0.0,"Delcourt,Paul A.",1983,"Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983.","Delcourt, P.A., H.R. Delcourt, and J.L. Davidson. 1983. Mapping and calibration of modern pollen-vegetation relationships in the southeastern United States. Review of Palaeobotany and Palynology 39:1-45.",0,0
